iter	Logloss
140	0.2916733591
141	0.2906897361
142	0.2899538676
143	0.2891897904
144	0.288297352
145	0.2877000508
146	0.2871715479
147	0.2865466737
148	0.2859296966
149	0.2851977432
150	0.2845456977
151	0.283953148
152	0.2831487823
153	0.2825127986
154	0.2815828825
155	0.2809568037
156	0.2804229469
157	0.2799111416
158	0.2794287832
159	0.278836702
160	0.2786469041
161	0.2783870864
162	0.2778321316
163	0.2772732116
164	0.2764730621
165	0.275934052
166	0.2754874313
167	0.2749611035
168	0.2744338722
169	0.2740369429
170	0.2736945905
171	0.2729531171
172	0.2725096753
173	0.2720499206
174	0.2715193096
175	0.2710261094
176	0.2706637132
177	0.2699940497
178	0.2696947131
179	0.2691618434
180	0.2686332903
181	0.2681980802
182	0.2676803857
183	0.2671750052
184	0.2668202718
185	0.2663152594
186	0.2657275785
187	0.2652651971
188	0.2646121644
189	0.2641711319
190	0.2637881563
191	0.2632448129
192	0.2626827642
193	0.2623152482
194	0.2619060048
195	0.2613232763
196	0.260957651
197	0.2605123855
198	0.2602433154
199	0.2599446481
200	0.2595512658
201	0.2592303125
202	0.2587598165
203	0.2584332081
204	0.2579200644
205	0.2576233379
206	0.2572597203
207	0.2568157263
208	0.2563714814
209	0.2559342468
210	0.2556164892
211	0.2552278084
212	0.2550160257
213	0.2545759803
214	0.2541994128
215	0.2538039392
216	0.2534169983
217	0.2530997762
218	0.2527297505
219	0.2523347788
220	0.2519902346
221	0.251687602
222	0.2513826437
223	0.2510152114
224	0.2507380603
225	0.2504657946
226	0.2500174673
227	0.249771252
228	0.2494061788
229	0.2490640439
230	0.2488191002
231	0.2485430701
232	0.2482999166
233	0.2479377211
234	0.2474785186
235	0.2472061525
236	0.2470291707
237	0.2467376307
238	0.2464711039
239	0.2462183467
240	0.2459901341
241	0.2456791024
242	0.2452986533
243	0.2450143245
244	0.2447890231
245	0.2444896363
246	0.2442766491
247	0.2440704546
248	0.2437308462
249	0.2434195134
250	0.2431729969
251	0.2429379748
252	0.2426731377
253	0.242451467
254	0.2422050677
255	0.2419200027
256	0.241631625
257	0.2414317382
258	0.2411622499
259	0.2409830595
260	0.2407076652
261	0.2404357174
262	0.2401687053
263	0.2398222873
264	0.2395398324
265	0.2393403304
266	0.2391107124
267	0.2388857791
268	0.2386531161
269	0.2385015822
270	0.2382002713
271	0.2378771598
272	0.2377092964
273	0.2376226793
274	0.2373779866
275	0.237274973
276	0.237087049
277	0.2369440648
278	0.2367610597
279	0.2365459308
280	0.2363135187
281	0.2361364699
282	0.235828065
283	0.2355908176
284	0.2352264973
285	0.2349132404
286	0.2347742047
287	0.2345407218
288	0.2343150022
289	0.2341212892
290	0.2338692013
291	0.2336575023
292	0.233495478
293	0.2332655589
294	0.2331474371
295	0.2330525716
296	0.232825229
297	0.2326395135
298	0.2324708972
299	0.232322559
300	0.2320891598
301	0.2318900928
302	0.2316002595
303	0.2313447919
304	0.2310940927
305	0.2309400492
306	0.2307833956
307	0.2304964233
308	0.2303445046
309	0.2302168294
310	0.2301336422
311	0.2299556565
312	0.229783878
313	0.2296560522
314	0.2295202623
315	0.2293637594
316	0.2291151683
317	0.2288082357
318	0.2286333452
319	0.228428255
320	0.2282900225
321	0.2280551342
322	0.2278491907
323	0.2276602963
324	0.2274539011
325	0.2272492124
326	0.2270566706
327	0.2269367419
328	0.2267397496
329	0.2266365018
330	0.2264254051
331	0.2263159836
332	0.2262097744
333	0.2260820155
334	0.2258565133
335	0.2256675352
336	0.2254377666
337	0.2252838737
338	0.2250292259
339	0.224856979
340	0.2246994889
341	0.2245009908
342	0.2243618547
343	0.2242431306
344	0.2240221124
345	0.2238502335
346	0.2236851475
347	0.2234371587
348	0.2232343105
349	0.2230588511
350	0.2229370987
351	0.222831107
352	0.2226779335
353	0.2224331404
354	0.2222823427
355	0.2220227593
356	0.2218710247
357	0.221617431
358	0.2215308307
359	0.2213843831
360	0.2211578436
361	0.2209777665
362	0.220728205
363	0.2205239848
364	0.2203412474
365	0.2202232093
366	0.220107363
367	0.2199665873
368	0.2198210934
369	0.2196782765
370	0.2194958737
371	0.2193667094
372	0.2192465632
373	0.2190713381
374	0.2189907609
375	0.2188497175
376	0.2186742247
377	0.2185525058
378	0.2183570695
379	0.2181574504
380	0.2180748655
381	0.2179034216
382	0.217837752
383	0.2176644509
384	0.2176045535
385	0.2174222344
386	0.2172509411
387	0.217079263
388	0.2168479384
389	0.2167484049
390	0.2165605143
391	0.2163531989
392	0.2162503694
393	0.2161765015
394	0.2160187437
395	0.2158919719
396	0.2157892261
397	0.215721716
398	0.2155499542
399	0.2154020176
400	0.2153111843
401	0.2152405789
402	0.2151604368
403	0.2149025097
404	0.2147402512
405	0.2146170097
406	0.2144398271
407	0.214357945
408	0.2142110122
409	0.2140193906
410	0.2138942919
411	0.2137903582
412	0.2137161723
413	0.2136253223
414	0.2135512201
415	0.2134044547
416	0.2132461949
417	0.2131504929
418	0.2130346466
419	0.2128517419
420	0.2125879924
421	0.2124913199
422	0.2124010889
423	0.212299715
424	0.2122287081
425	0.2119853036
426	0.2118861215
427	0.2117478889
428	0.2115767964
429	0.2114225354
430	0.211254421
431	0.2110335367
432	0.2109553521
433	0.2108771676
434	0.2107749404
435	0.2106833542
436	0.2105298963
437	0.2104583205
438	0.2102895871
439	0.2101247854
440	0.2100861198
441	0.2099062267
442	0.2097354688
443	0.2095676891
444	0.2094636214
445	0.2092924285
446	0.209185366
447	0.2090367769
448	0.2089176847
449	0.2088334602
450	0.2087624199
451	0.208666952
452	0.2085585678
453	0.2084455155
454	0.2083467852
455	0.2080987462
456	0.2079390141
457	0.2078231008
458	0.2076485617
459	0.2074986508
460	0.2073720965
461	0.2072573545
462	0.2070667367
463	0.206903625
464	0.2067713319
465	0.2066825064
466	0.206484276
467	0.2062760738
468	0.2061181654
469	0.206040031
470	0.2059728723
471	0.2059491141
472	0.2058880789
473	0.2057575259
474	0.2055611861
475	0.2054270192
476	0.2053048987
477	0.205153231
478	0.2050636024
479	0.2049601371
480	0.2047574227
481	0.204428288
482	0.2043485976
483	0.2042628338
484	0.2042220434
485	0.2041356103
486	0.2040098592
487	0.2039090374
488	0.203806325
489	0.2036084627
490	0.2034179453
491	0.2033779747
492	0.2032641026
493	0.203199487
494	0.203049392
495	0.2029726296
496	0.2028283069
497	0.2027232354
498	0.2026415708
499	0.2023878098
500	0.2022820523
501	0.2021040331
502	0.2020309181
503	0.2018661666
504	0.2017550552
505	0.2016644394
506	0.2014894987
507	0.2013791402
508	0.2012861486
509	0.2011999666
510	0.2011141861
511	0.2010456219
512	0.2009525299
513	0.2008724715
514	0.2008389255
515	0.2007403792
516	0.2005770834
517	0.2004510478
518	0.2002344801
519	0.2001733445
520	0.200110218
521	0.1999901219
522	0.1998879617
523	0.1997378835
524	0.1995862158
525	0.1994367231
526	0.1993107043
527	0.1992601093
528	0.1991280338
529	0.1990504516
530	0.1989829415
531	0.1988954711
532	0.1988155967
533	0.1986423961
534	0.1985168792
535	0.1984120419
536	0.1983631201
537	0.1982641722
538	0.1981795127
539	0.1980512184
540	0.1979440723
541	0.1978601991
542	0.1977798897
543	0.1976720241
544	0.1975639076
545	0.1974699455
546	0.1973877455
547	0.1972864051
548	0.1971516358
549	0.1970456107
550	0.1969437348
551	0.196813667
552	0.1967038272
553	0.1966103336
554	0.1964744769
555	0.1964246348
556	0.1963521556
557	0.196156117
558	0.1959993296
559	0.1957864092
560	0.195730042
561	0.195623699
562	0.1955336521
563	0.1954638498
564	0.1953924079
565	0.1952602654
566	0.1951332427
567	0.1949979381
568	0.1949427421
569	0.1947675002
570	0.1947244343
571	0.1946474711
572	0.1945394549
573	0.1944542266
574	0.1943992983
575	0.1942228518
576	0.194070197
577	0.1939839982
578	0.1938897852
579	0.1936806629
580	0.1935090517
581	0.1934214809
582	0.193302004
583	0.1932100329
584	0.1930732894
585	0.1928982316
586	0.1927855642
587	0.1926892598
588	0.1925689463
589	0.1924556766
590	0.1923592551
591	0.1920658915
592	0.1919989335
593	0.1918887255
594	0.1917956503
595	0.1917463269
596	0.1916885041
597	0.1916589402
598	0.1915185159
599	0.1912949211
600	0.1911494941
601	0.1910794911
602	0.1909613693
603	0.1908470622
604	0.190729158
605	0.1906332719
606	0.1905399456
607	0.1904772374
608	0.1903694889
609	0.1902958385
610	0.1901416109
611	0.1900115431
612	0.1898837842
613	0.1897696779
614	0.189691577
615	0.189442484
616	0.1893094213
617	0.1891990795
618	0.1890986593
619	0.189028238
620	0.1888892023
621	0.1887665464
622	0.1886955562
623	0.1885779197
624	0.1884591119
625	0.1883261831
626	0.1881602772
627	0.1880176778
628	0.1879004094
629	0.1877892979
630	0.187710076
631	0.187667763
632	0.1875312872
633	0.1874126133
634	0.1873027735
635	0.1872452016
636	0.1869805654
637	0.1868795428
638	0.1867301673
639	0.1866448553
640	0.1865665871
641	0.1865037784
642	0.1863812898
643	0.186258316
644	0.1861782074
645	0.1860978311
646	0.1860536609
647	0.1859957042
648	0.1858345668
649	0.1857202764
650	0.1856733958
651	0.1855544542
652	0.1854967987
653	0.1854407996
654	0.1853371503
655	0.1853003753
656	0.1852412642
657	0.1851488415
658	0.1850875219
659	0.1850230066
660	0.18493045
661	0.1848655165
662	0.184765799
663	0.184731266
664	0.1846421225
665	0.1844977663
666	0.1844438921
667	0.1844026331
668	0.1843179234
669	0.1841128165
670	0.1840449216
671	0.1839393816
672	0.1837882661
673	0.1837111356
674	0.1836420695
675	0.1835106967
676	0.1834294169
677	0.1833471164
678	0.183305205
679	0.1832183704
680	0.1831105216
681	0.1829730921
682	0.1828858058
683	0.1828373691
684	0.1827123709
685	0.1826397913
686	0.1824559162
687	0.1823346322
688	0.1822779973
689	0.1821484147
690	0.1820934363
691	0.1820125747
692	0.1819343065
693	0.1818664116
694	0.181817908
695	0.1816637474
696	0.1815826684
697	0.1814679096
698	0.1813684765
699	0.1812438798
700	0.1811864083
701	0.181122646
702	0.1810223094
703	0.180927561
704	0.1808595155
705	0.1807821508
706	0.1807529717
707	0.1806938104
708	0.1805213962
709	0.1804495862
710	0.1803355301
711	0.1801538133
712	0.1800963084
713	0.1799964068
714	0.1799292648
715	0.1798517328
716	0.1797246766
717	0.1796428781
718	0.1795483305
719	0.1794584509
720	0.1793934337
721	0.1792081866
722	0.1790970752
723	0.1789946807
724	0.1788887559
725	0.1787795184
726	0.1786845023
727	0.178578611
728	0.1784420013
729	0.1783834424
730	0.1782521198
731	0.178159513
732	0.178105371
733	0.1779902274
734	0.1778769075
735	0.177759639
736	0.1777322669
737	0.1776046418
738	0.1774703411
739	0.177346012
740	0.1772510127
741	0.1771705192
742	0.1770764066
743	0.1770379585
744	0.1769438459
745	0.1768908584
746	0.1767939517
747	0.1767272615
748	0.1766235954
749	0.1765090206
750	0.1764584592
751	0.1762778968
752	0.1761710853
753	0.1760347601
754	0.1759651586
755	0.1758479905
756	0.1757752435
757	0.1757118493
758	0.1756191086
759	0.1754647472
760	0.1754217315
761	0.1753107372
762	0.1752043774
763	0.1751347759
764	0.1750676506
765	0.1749677993
766	0.1748217198
767	0.1746812118
768	0.1744927858
769	0.1744062189
770	0.1742656105
771	0.1742303079
772	0.1740460981
773	0.1739406251
774	0.1738220851
775	0.1736150039
776	0.1735416546
777	0.1734264106
778	0.1733486276
779	0.1732191789
780	0.1730418122
781	0.172964163
782	0.172863107
783	0.1726596899
784	0.1725658952
785	0.1724209534
786	0.1723721822
787	0.1722727826
788	0.1721273389
789	0.1720192223
790	0.1718770412
791	0.1717688243
792	0.1717477096
793	0.171626526
794	0.171558012
795	0.1714258696
796	0.1713054055
797	0.1711734973
798	0.1710255272
799	0.1708822418
800	0.1708322157
801	0.1707489951
802	0.1705900828
803	0.1703572524
804	0.1702032591
805	0.1701228493
806	0.1700374871
807	0.1699093267
808	0.1698179747
809	0.1697337167
810	0.1695714582
811	0.1693876835
812	0.1693135981
813	0.1691387913
814	0.1690161019
815	0.168938871
816	0.1688450261
817	0.168706643
818	0.1686515641
819	0.1685869317
820	0.1685029582
821	0.1684150863
822	0.1682737585
823	0.1681757308
824	0.1681070662
825	0.1680029819
826	0.167940809
827	0.1678629423
828	0.1677490536
829	0.1676462575
830	0.1675013157
831	0.1674393604
832	0.1673416004
833	0.1672470193
834	0.1671623765
835	0.1670898304
836	0.1669277392
837	0.1668903451
838	0.1667551743
839	0.1667013336
840	0.1665552374
841	0.1663602528
842	0.1662498943
843	0.1660348825
844	0.1659199229
845	0.1658428928
846	0.1657163553
847	0.1655580286
848	0.1653862334
849	0.1652796896
850	0.1651657506
851	0.165077427
852	0.1650426764
853	0.1648681206
854	0.1647749951
855	0.1646759301
856	0.1645959218
857	0.1644573379
858	0.1643919025
859	0.1642963008
860	0.1641877994
861	0.1641426421
862	0.1640595219
863	0.1639440101
864	0.163881603
865	0.1637480217
866	0.1636535578
867	0.1635320228
868	0.1634721923
869	0.1632247055
870	0.1631099801
871	0.1630447622
872	0.1628825539
873	0.162686097
874	0.1625484165
875	0.1624553078
876	0.1624112046
877	0.1623507383
878	0.1623138294
879	0.1621098769
880	0.1620461983
881	0.1620319433
882	0.1618684133
883	0.1617941605
884	0.1617737988
885	0.1615849712
886	0.1614942885
887	0.1614593539
888	0.1613746108
889	0.1613221419
890	0.1611882595
891	0.1611038007
892	0.1610155608
893	0.1608926539
894	0.1607636903
895	0.1606734092
896	0.1606232827
897	0.1605156346
898	0.1604534618
899	0.1602421476
900	0.1601110927
901	0.1600747359
902	0.1599287736
903	0.1598894722
904	0.1596355104
905	0.1595244826
906	0.1594432697
907	0.1593557659
908	0.1592552285
909	0.1589842512
910	0.158930996
911	0.1588390752
912	0.1586431537
913	0.1585295493
914	0.1584739518
915	0.1583549935
916	0.1582586556
917	0.1582012009
918	0.158101132
919	0.1580639555
920	0.1578136578
921	0.1577275594
922	0.1576283104
923	0.1575470975
924	0.1575107742
925	0.1574394828
926	0.1573615492
927	0.1572799181
928	0.1571877463
929	0.1571172915
930	0.1569958737
931	0.1568584442
932	0.1567487047
933	0.1566990468
934	0.1566374427
935	0.1564823954
936	0.1564290565
937	0.1563392773
938	0.1562671327
939	0.1561564897
940	0.1560224232
941	0.1559148253
942	0.155812481
943	0.1557068741
944	0.1556006984
945	0.1554173921
946	0.1553242834
947	0.155143353
948	0.1550447564
949	0.1549515306
950	0.1548170792
951	0.1547194364
952	0.1546220445
953	0.1544723511
954	0.1544077187
955	0.154240123
956	0.1541495072
957	0.1540425953
958	0.1538865608
959	0.1537681546
960	0.1536795633
961	0.1536306749
962	0.1535426692
963	0.1533999527
964	0.153329615
965	0.1531535199
966	0.1530702156
967	0.152907656
968	0.1528547521
969	0.1527173561
970	0.1525357564
971	0.1524935605
972	0.1523606484
973	0.1521930695
974	0.1520927496
975	0.1519977503
976	0.1519008603
977	0.1518203166
978	0.151687003
979	0.1515712069
980	0.1514864303
981	0.1513987926
982	0.1513377407
983	0.1512564609
984	0.1512043267
985	0.1511621977
986	0.1510427375
987	0.1509864205
988	0.1507853123
989	0.1507282926
990	0.1506434491
991	0.150559509
992	0.1504476112
993	0.1503141637
994	0.1501962762
995	0.1501731203
996	0.1501384367
997	0.1499862336
998	0.1498697515
999	0.1498075117
